scope,task,dataset_index,layer_idx,tensor_axis,policy,k_bits,v_bits,model,git_commit,seed,prompt_input_tokens,actual_generated_token_count,requested_decode_steps,sampled_decode_steps,valid_step_count,no_decode_exposure,sample_attention_distortion,per_step_distortions
primary,trec,153,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,4325,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.1182575039255402,"[{""decode_step"": 1, ""distortion"": 0.09972702234655836}, {""decode_step"": 2, ""distortion"": 0.12371122855902007}, {""decode_step"": 4, ""distortion"": 0.07141470556819463}, {""decode_step"": 8, ""distortion"": 0.15825823294623734}, {""decode_step"": 16, ""distortion"": 0.13817633020769057}]"
primary,trec,154,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,6881,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.1040841611328466,"[{""decode_step"": 1, ""distortion"": 0.07534130644876239}, {""decode_step"": 2, ""distortion"": 0.07494309183445921}, {""decode_step"": 4, ""distortion"": 0.13829242762139216}, {""decode_step"": 8, ""distortion"": 0.1510188558100184}, {""decode_step"": 16, ""distortion"": 0.08082512394960086}]"
primary,trec,82,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,8914,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.10172630081420315,"[{""decode_step"": 1, ""distortion"": 0.08796804559787676}, {""decode_step"": 2, ""distortion"": 0.061850413515749054}, {""decode_step"": 4, ""distortion"": 0.14349089022182504}, {""decode_step"": 8, ""distortion"": 0.15349891644765482}, {""decode_step"": 16, ""distortion"": 0.061823238287910046}]"
primary,trec,151,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,11115,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.1260975139487876,"[{""decode_step"": 1, ""distortion"": 0.08729750039717361}, {""decode_step"": 2, ""distortion"": 0.07950065770848581}, {""decode_step"": 4, ""distortion"": 0.1826322216082181}, {""decode_step"": 8, ""distortion"": 0.15011552224219388}, {""decode_step"": 16, ""distortion"": 0.13094166778786656}]"
primary,lcc,122,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,3489,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.1109905790200911,"[{""decode_step"": 1, ""distortion"": 0.143075362428279}, {""decode_step"": 2, ""distortion"": 0.1286681408009346}, {""decode_step"": 4, ""distortion"": 0.07847732510255877}, {""decode_step"": 8, ""distortion"": 0.10304057513398855}, {""decode_step"": 16, ""distortion"": 0.10169149163469457}]"
primary,lcc,174,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,2600,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.13725434722738467,"[{""decode_step"": 1, ""distortion"": 0.16865744037782465}, {""decode_step"": 2, ""distortion"": 0.2702710799877919}, {""decode_step"": 4, ""distortion"": 0.07457832999484354}, {""decode_step"": 8, ""distortion"": 0.11495005370853652}, {""decode_step"": 16, ""distortion"": 0.0578148320679268}]"
primary,lcc,214,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,5140,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.10742319621127397,"[{""decode_step"": 1, ""distortion"": 0.16927645003268021}, {""decode_step"": 2, ""distortion"": 0.10161300762959855}, {""decode_step"": 4, ""distortion"": 0.08334602576287911}, {""decode_step"": 8, ""distortion"": 0.11639423065029691}, {""decode_step"": 16, ""distortion"": 0.066486266980915}]"
primary,lcc,357,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,3996,15,"[1, 2, 4, 8, 16]","[1, 2, 4, 8]",4,False,0.1349055675102513,"[{""decode_step"": 1, ""distortion"": 0.14572982335261211}, {""decode_step"": 2, ""distortion"": 0.24979892035651907}, {""decode_step"": 4, ""distortion"": 0.07691753526621099}, {""decode_step"": 8, ""distortion"": 0.06717599106566292}]"
primary,passage_retrieval_en,141,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,13442,5,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.09806992206837455,"[{""decode_step"": 1, ""distortion"": 0.09108589077249774}, {""decode_step"": 2, ""distortion"": 0.10009662727661281}, {""decode_step"": 4, ""distortion"": 0.10302724815601307}]"
primary,passage_retrieval_en,185,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,13611,6,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.10301678915456197,"[{""decode_step"": 1, ""distortion"": 0.09017959355109419}, {""decode_step"": 2, ""distortion"": 0.08896274717620467}, {""decode_step"": 4, ""distortion"": 0.12990802673638704}]"
primary,passage_retrieval_en,105,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,15066,5,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.09707723863589968,"[{""decode_step"": 1, ""distortion"": 0.0927483714886877}, {""decode_step"": 2, ""distortion"": 0.10653174372580944}, {""decode_step"": 4, ""distortion"": 0.09195160069320192}]"
primary,passage_retrieval_en,41,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,15832,6,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.108040781012205,"[{""decode_step"": 1, ""distortion"": 0.09585263434441006}, {""decode_step"": 2, ""distortion"": 0.09131686238399152}, {""decode_step"": 4, ""distortion"": 0.13695284630821342}]"
primary,2wikimqa,164,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,5528,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.14430319076327452,"[{""decode_step"": 1, ""distortion"": 0.15743822017042822}, {""decode_step"": 2, ""distortion"": 0.13474125248761884}, {""decode_step"": 4, ""distortion"": 0.13196082642945456}, {""decode_step"": 8, ""distortion"": 0.17236861994667005}, {""decode_step"": 16, ""distortion"": 0.1250070347822009}]"
primary,2wikimqa,44,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,7240,3,"[1, 2, 4, 8, 16]","[1, 2]",2,False,0.1506398266303736,"[{""decode_step"": 1, ""distortion"": 0.1894968461960937}, {""decode_step"": 2, ""distortion"": 0.11178280706465349}]"
primary,2wikimqa,138,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,7852,8,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.16315845101309492,"[{""decode_step"": 1, ""distortion"": 0.17421915993391768}, {""decode_step"": 2, ""distortion"": 0.182993488551086}, {""decode_step"": 4, ""distortion"": 0.1322627045542811}]"
primary,2wikimqa,38,13,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,11086,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.1619882678030315,"[{""decode_step"": 1, ""distortion"": 0.15833374264362166}, {""decode_step"": 2, ""distortion"": 0.20945813729072374}, {""decode_step"": 4, ""distortion"": 0.16325504902892868}, {""decode_step"": 8, ""distortion"": 0.16814733041500218}, {""decode_step"": 16, ""distortion"": 0.11074707963688121}]"
primary,trec,153,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,4325,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05071324425950059,"[{""decode_step"": 1, ""distortion"": 0.05008511107378074}, {""decode_step"": 2, ""distortion"": 0.05405509280614664}, {""decode_step"": 4, ""distortion"": 0.053067914298249544}, {""decode_step"": 8, ""distortion"": 0.04954764968987842}, {""decode_step"": 16, ""distortion"": 0.04681045342944758}]"
primary,trec,154,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,6881,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.0506515047456116,"[{""decode_step"": 1, ""distortion"": 0.052623825046705396}, {""decode_step"": 2, ""distortion"": 0.04940315357135887}, {""decode_step"": 4, ""distortion"": 0.05030869441524954}, {""decode_step"": 8, ""distortion"": 0.048704090167749944}, {""decode_step"": 16, ""distortion"": 0.05221776052699426}]"
primary,trec,82,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,8914,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.048902131073738336,"[{""decode_step"": 1, ""distortion"": 0.04990882789525978}, {""decode_step"": 2, ""distortion"": 0.052437840942014424}, {""decode_step"": 4, ""distortion"": 0.048215203902889636}, {""decode_step"": 8, ""distortion"": 0.04625036242581688}, {""decode_step"": 16, ""distortion"": 0.04769842020271097}]"
primary,trec,151,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,11115,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05026787327944528,"[{""decode_step"": 1, ""distortion"": 0.054739136610605414}, {""decode_step"": 2, ""distortion"": 0.04955577621448323}, {""decode_step"": 4, ""distortion"": 0.05074720484390679}, {""decode_step"": 8, ""distortion"": 0.049054668151059085}, {""decode_step"": 16, ""distortion"": 0.04724258057717184}]"
primary,lcc,122,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,3489,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.055073476811850444,"[{""decode_step"": 1, ""distortion"": 0.055030332550669685}, {""decode_step"": 2, ""distortion"": 0.05592369668043162}, {""decode_step"": 4, ""distortion"": 0.05626501681966372}, {""decode_step"": 8, ""distortion"": 0.053587874224798285}, {""decode_step"": 16, ""distortion"": 0.054560463783688874}]"
primary,lcc,174,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,2600,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.0489962919719342,"[{""decode_step"": 1, ""distortion"": 0.04839874199044261}, {""decode_step"": 2, ""distortion"": 0.046374822540544244}, {""decode_step"": 4, ""distortion"": 0.05275160086734216}, {""decode_step"": 8, ""distortion"": 0.05031156020444991}, {""decode_step"": 16, ""distortion"": 0.04714473425689206}]"
primary,lcc,214,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,5140,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05230609298540871,"[{""decode_step"": 1, ""distortion"": 0.04926576882611592}, {""decode_step"": 2, ""distortion"": 0.05244072404084327}, {""decode_step"": 4, ""distortion"": 0.05280893729315241}, {""decode_step"": 8, ""distortion"": 0.053529821331102186}, {""decode_step"": 16, ""distortion"": 0.053485213435829806}]"
primary,lcc,357,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,3996,15,"[1, 2, 4, 8, 16]","[1, 2, 4, 8]",4,False,0.049092485966396204,"[{""decode_step"": 1, ""distortion"": 0.048596158187770196}, {""decode_step"": 2, ""distortion"": 0.04556864352346662}, {""decode_step"": 4, ""distortion"": 0.051080640840500784}, {""decode_step"": 8, ""distortion"": 0.05112450131384721}]"
primary,passage_retrieval_en,141,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,13442,5,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.04506127348580083,"[{""decode_step"": 1, ""distortion"": 0.043142274472975604}, {""decode_step"": 2, ""distortion"": 0.04578022211143456}, {""decode_step"": 4, ""distortion"": 0.04626132387299232}]"
primary,passage_retrieval_en,185,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,13611,6,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.04634126300425709,"[{""decode_step"": 1, ""distortion"": 0.043753093822669835}, {""decode_step"": 2, ""distortion"": 0.04666707883371985}, {""decode_step"": 4, ""distortion"": 0.04860361635638157}]"
primary,passage_retrieval_en,105,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,15066,5,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.0463289018369481,"[{""decode_step"": 1, ""distortion"": 0.04408849203152117}, {""decode_step"": 2, ""distortion"": 0.046954208279410464}, {""decode_step"": 4, ""distortion"": 0.04794400519991267}]"
primary,passage_retrieval_en,41,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,15832,6,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.04716668882891636,"[{""decode_step"": 1, ""distortion"": 0.044272945883611824}, {""decode_step"": 2, ""distortion"": 0.047171476965407494}, {""decode_step"": 4, ""distortion"": 0.05005564363772975}]"
primary,2wikimqa,164,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,5528,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.04812366027263308,"[{""decode_step"": 1, ""distortion"": 0.04407041470889236}, {""decode_step"": 2, ""distortion"": 0.04787366642528193}, {""decode_step"": 4, ""distortion"": 0.04774483207556579}, {""decode_step"": 8, ""distortion"": 0.04751465750098954}, {""decode_step"": 16, ""distortion"": 0.053414730652435786}]"
primary,2wikimqa,44,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,7240,3,"[1, 2, 4, 8, 16]","[1, 2]",2,False,0.04536836316100887,"[{""decode_step"": 1, ""distortion"": 0.04333218775572663}, {""decode_step"": 2, ""distortion"": 0.04740453856629111}]"
primary,2wikimqa,138,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,7852,8,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.04454341909098972,"[{""decode_step"": 1, ""distortion"": 0.04580197891823538}, {""decode_step"": 2, ""distortion"": 0.04261872466631681}, {""decode_step"": 4, ""distortion"": 0.045209553688417004}]"
primary,2wikimqa,38,18,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,11086,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.044315693635997765,"[{""decode_step"": 1, ""distortion"": 0.042599926272782376}, {""decode_step"": 2, ""distortion"": 0.04311885636988918}, {""decode_step"": 4, ""distortion"": 0.04517390576901021}, {""decode_step"": 8, ""distortion"": 0.04529829055905473}, {""decode_step"": 16, ""distortion"": 0.04538748920925235}]"
primary,trec,153,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,4325,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.14114836769300362,"[{""decode_step"": 1, ""distortion"": 0.11942166437378257}, {""decode_step"": 2, ""distortion"": 0.1430284725667978}, {""decode_step"": 4, ""distortion"": 0.12288508722834811}, {""decode_step"": 8, ""distortion"": 0.13093942568185873}, {""decode_step"": 16, ""distortion"": 0.18946718861423092}]"
primary,trec,154,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,6881,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.12554793141890366,"[{""decode_step"": 1, ""distortion"": 0.12710619722354835}, {""decode_step"": 2, ""distortion"": 0.0833126429369326}, {""decode_step"": 4, ""distortion"": 0.08982643204779929}, {""decode_step"": 8, ""distortion"": 0.17578547618693036}, {""decode_step"": 16, ""distortion"": 0.15170890869930767}]"
primary,trec,82,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,8914,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.16039736889794137,"[{""decode_step"": 1, ""distortion"": 0.12338160589746965}, {""decode_step"": 2, ""distortion"": 0.10621218372862468}, {""decode_step"": 4, ""distortion"": 0.16665290613224143}, {""decode_step"": 8, ""distortion"": 0.22712829935890907}, {""decode_step"": 16, ""distortion"": 0.1786118493724621}]"
primary,trec,151,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,11115,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.12466902767612824,"[{""decode_step"": 1, ""distortion"": 0.13281308282476295}, {""decode_step"": 2, ""distortion"": 0.1013016463051241}, {""decode_step"": 4, ""distortion"": 0.1047812708837852}, {""decode_step"": 8, ""distortion"": 0.15526871755750168}, {""decode_step"": 16, ""distortion"": 0.12918042080946726}]"
primary,lcc,122,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,3489,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.10116733131554059,"[{""decode_step"": 1, ""distortion"": 0.09791290118941132}, {""decode_step"": 2, ""distortion"": 0.08467995814555337}, {""decode_step"": 4, ""distortion"": 0.04933529772833435}, {""decode_step"": 8, ""distortion"": 0.123085006012639}, {""decode_step"": 16, ""distortion"": 0.15082349350176485}]"
primary,lcc,174,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,2600,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.07752392476823351,"[{""decode_step"": 1, ""distortion"": 0.08547062443307776}, {""decode_step"": 2, ""distortion"": 0.11387228091025305}, {""decode_step"": 4, ""distortion"": 0.051965336223948624}, {""decode_step"": 8, ""distortion"": 0.07912600279396466}, {""decode_step"": 16, ""distortion"": 0.05718537947992346}]"
primary,lcc,214,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,5140,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.11785041508699087,"[{""decode_step"": 1, ""distortion"": 0.10405842564090119}, {""decode_step"": 2, ""distortion"": 0.2550832236911833}, {""decode_step"": 4, ""distortion"": 0.08790693476352165}, {""decode_step"": 8, ""distortion"": 0.08338746930846505}, {""decode_step"": 16, ""distortion"": 0.05881602203088321}]"
primary,lcc,357,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,3996,15,"[1, 2, 4, 8, 16]","[1, 2, 4, 8]",4,False,0.1016175749865913,"[{""decode_step"": 1, ""distortion"": 0.10334982602501604}, {""decode_step"": 2, ""distortion"": 0.13005237800649366}, {""decode_step"": 4, ""distortion"": 0.07104893417489991}, {""decode_step"": 8, ""distortion"": 0.10201916173995558}]"
primary,passage_retrieval_en,141,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,13442,5,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.08583664919067226,"[{""decode_step"": 1, ""distortion"": 0.09805049789114126}, {""decode_step"": 2, ""distortion"": 0.08306135178006167}, {""decode_step"": 4, ""distortion"": 0.07639809790081385}]"
primary,passage_retrieval_en,185,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,13611,6,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.10134593662508289,"[{""decode_step"": 1, ""distortion"": 0.10173068264551922}, {""decode_step"": 2, ""distortion"": 0.08179752740042731}, {""decode_step"": 4, ""distortion"": 0.1205095998293021}]"
primary,passage_retrieval_en,105,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,15066,5,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.09198280752056158,"[{""decode_step"": 1, ""distortion"": 0.10731813905201078}, {""decode_step"": 2, ""distortion"": 0.09248132876892999}, {""decode_step"": 4, ""distortion"": 0.07614895474074393}]"
primary,passage_retrieval_en,41,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,15832,6,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.11519767702038973,"[{""decode_step"": 1, ""distortion"": 0.10575174878892986}, {""decode_step"": 2, ""distortion"": 0.09458793836250845}, {""decode_step"": 4, ""distortion"": 0.14525334390973085}]"
primary,2wikimqa,164,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,5528,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.1578906296278269,"[{""decode_step"": 1, ""distortion"": 0.18075126181961165}, {""decode_step"": 2, ""distortion"": 0.06213190361973289}, {""decode_step"": 4, ""distortion"": 0.12841237919920998}, {""decode_step"": 8, ""distortion"": 0.14222398112158008}, {""decode_step"": 16, ""distortion"": 0.275933622379}]"
primary,2wikimqa,44,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,7240,3,"[1, 2, 4, 8, 16]","[1, 2]",2,False,0.16321610168635073,"[{""decode_step"": 1, ""distortion"": 0.1822089998615938}, {""decode_step"": 2, ""distortion"": 0.14422320351110765}]"
primary,2wikimqa,138,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,7852,8,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.1069168720988614,"[{""decode_step"": 1, ""distortion"": 0.08818944110429418}, {""decode_step"": 2, ""distortion"": 0.1477866787810081}, {""decode_step"": 4, ""distortion"": 0.08477449641128193}]"
primary,2wikimqa,38,18,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,11086,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.10178704539403911,"[{""decode_step"": 1, ""distortion"": 0.15368924507049822}, {""decode_step"": 2, ""distortion"": 0.09106098062727648}, {""decode_step"": 4, ""distortion"": 0.061740258359347835}, {""decode_step"": 8, ""distortion"": 0.12968309689074903}, {""decode_step"": 16, ""distortion"": 0.07276164602232403}]"
primary,trec,153,22,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,4325,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05640152031353245,"[{""decode_step"": 1, ""distortion"": 0.05681461805651494}, {""decode_step"": 2, ""distortion"": 0.05751925852249453}, {""decode_step"": 4, ""distortion"": 0.06163830848226494}, {""decode_step"": 8, ""distortion"": 0.0560455183781807}, {""decode_step"": 16, ""distortion"": 0.049989898128207165}]"
primary,trec,154,22,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,6881,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.057534023631807374,"[{""decode_step"": 1, ""distortion"": 0.059377449412962774}, {""decode_step"": 2, ""distortion"": 0.05717321477140858}, {""decode_step"": 4, ""distortion"": 0.057509247142773105}, {""decode_step"": 8, ""distortion"": 0.05587079619026326}, {""decode_step"": 16, ""distortion"": 0.057739410641629144}]"
primary,trec,82,22,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,8914,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05773400889005559,"[{""decode_step"": 1, ""distortion"": 0.058654688552852996}, {""decode_step"": 2, ""distortion"": 0.060308648666154874}, {""decode_step"": 4, ""distortion"": 0.05711885244300332}, {""decode_step"": 8, ""distortion"": 0.0530755696396619}, {""decode_step"": 16, ""distortion"": 0.05951228514860483}]"
primary,trec,151,22,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,11115,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05714851770829753,"[{""decode_step"": 1, ""distortion"": 0.061479824420058296}, {""decode_step"": 2, ""distortion"": 0.05695957711879745}, {""decode_step"": 4, ""distortion"": 0.057812182009136515}, {""decode_step"": 8, ""distortion"": 0.056200846895215435}, {""decode_step"": 16, ""distortion"": 0.05329015809827994}]"
primary,lcc,122,22,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,3489,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05822730326381529,"[{""decode_step"": 1, ""distortion"": 0.05880463469678273}, {""decode_step"": 2, ""distortion"": 0.061114702652936934}, {""decode_step"": 4, ""distortion"": 0.060280693242882336}, {""decode_step"": 8, ""distortion"": 0.05525034637360918}, {""decode_step"": 16, ""distortion"": 0.05568613935286529}]"
primary,lcc,174,22,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,2600,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05218221305012648,"[{""decode_step"": 1, ""distortion"": 0.0500490701771252}, {""decode_step"": 2, ""distortion"": 0.04996700668011345}, {""decode_step"": 4, ""distortion"": 0.05820869053318236}, {""decode_step"": 8, ""distortion"": 0.05294416614142605}, {""decode_step"": 16, ""distortion"": 0.049742131718785325}]"
primary,lcc,214,22,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,5140,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.055181518112790026,"[{""decode_step"": 1, ""distortion"": 0.04934778736276252}, {""decode_step"": 2, ""distortion"": 0.055016430767781135}, {""decode_step"": 4, ""distortion"": 0.05810787137596453}, {""decode_step"": 8, ""distortion"": 0.05437202369771712}, {""decode_step"": 16, ""distortion"": 0.05906347735972486}]"
